section,title,date,url
Notifications,"Reserve Bank Of India (Asset Reconstruction Companies – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=12927
Notifications,"Reserve Bank Of India (Non-Banking Financial Companies – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=12943
Notifications,"Reserve Bank Of India (Non-Banking Financial Companies – Undertaking Of Financial Services) Directions, 2025 (Updated As On April 27, 2026)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=12961
Notifications,"Reserve Bank Of India (All India Financial Institutions – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=12969
Notifications,"Reserve Bank Of India (Rural Co-Operative Banks – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=12988
Notifications,"Reserve Bank Of India (Urban Co-Operative Banks – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13014
Notifications,"Reserve Bank Of India (Regional Rural Banks – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13040
Notifications,"Reserve Bank Of India (Local Area Banks – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13064
Notifications,"Reserve Bank Of India (Payments Banks – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13090
Notifications,"Reserve Bank Of India (Small Finance Banks – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13109
Notifications,"Reserve Bank Of India (Small Finance Banks – Credit Facilities) Directions, 2025 (Updated As On April 01, 2026)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13124
Notifications,"Reserve Bank Of India (Small Finance Banks – Licensing) Guidelines, 2025","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13135
Notifications,"Reserve Bank Of India (Commercial Banks – Know Your Customer) Directions, 2025 (Updated As On December 29, 2025)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13141
Notifications,"Reserve Bank Of India (Commercial Banks – Credit Facilities) Directions, 2025 (Updated As On April 01, 2026)","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13156
Notifications,"Reserve Bank Of India (Universal Banks – Licensing) Guidelines, 2025","Nov 28, 2025",https://rbi.org.in/scripts/NotificationUser.aspx?Mode=0&Id=13168
